순위,키워드,분류,기회점수,수요점수,경쟁낮음점수,AI점수,경쟁난이도%,상태,관심도,상승률%,최고대비%,빈구간비율,계절성%,뜨는달,최근30일%,장악%,전체문서수,AI인용적합,처방
19,이어폰 청소 방법,AI인용,48.7,2.9,15.8,30.0,47.4,유지,0.437,-7.8,93.4,0.0,37.4,6월·7월,40.0,30.0,40107,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
20,조리개 뜻,카메라,48.4,0.0,18.4,30.0,38.8,하락,0.0,-100.0,0.0,0.412,146.7,1월·3월,37.5,10.0,18599,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
21,무손실 음원이란,AI인용,48.3,1.0,17.3,30.0,42.5,식는 중,0.053,-15.7,48.6,0.0,42.9,1월·3월,10.0,67.5,19984,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
22,커널형 오픈형 차이,AI인용,48.2,0.5,17.7,30.0,40.9,유지,0.036,11.4,40.3,0.029,81.9,2월·3월,45.0,5.0,16615,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
23,미러리스 DSLR 차이,카메라,48.0,0.0,18.0,30.0,40.0,하락,0.0,-100.0,0.0,0.294,121.1,3월·4월,27.5,27.5,31421,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
24,저장공간 부족할 때,AI인용,47.7,1.6,16.0,30.0,46.5,식는 중,0.14,-16.5,72.6,0.0,10.7,3월·7월,50.0,5.0,466367,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
25,이어폰 임피던스 뜻,AI인용,47.5,2.2,15.3,30.0,49.1,유지,0.259,-3.7,71.4,0.0,24.8,1월·3월,45.0,47.5,1254,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
26,ISO 뜻,카메라,46.9,1.1,15.8,30.0,47.2,식는 중,0.061,-25.9,42.6,0.0,27.9,3월·4월,40.0,27.5,53631,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
27,공장초기화 방법,AI인용,46.5,1.7,14.8,30.0,50.5,유지,0.144,1.0,26.9,0.0,112.0,1월·3월,32.5,47.5,292515,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
28,이어폰 끊김 원인,AI인용,46.1,0.3,15.9,30.0,47.1,유지,0.01,12.3,32.2,0.147,63.9,3월·4월,52.5,17.5,8084,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
29,갤럭시 저장공간 정리,저장공간,45.9,0.0,15.9,30.0,47.0,하락,0.0,-100.0,0.0,0.382,253.4,4월·7월,45.0,15.0,111235,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
30,이어폰 한쪽만 안 나올 때,AI인용,43.9,0.0,13.9,30.0,53.5,하락,0.0,-100.0,0.0,0.353,136.2,1월·4월,45.0,40.0,57181,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
31,LP 관리,음악,41.1,0.4,10.7,30.0,64.2,유지,0.021,-10.2,48.4,0.0,29.0,2월·3월,60.0,47.5,148292,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
32,아이폰 18 출시일,루머,38.6,23.6,15.1,0.0,49.8,유지,29.24,7.2,112.2,0.0,50.3,6월·7월,60.0,0.0,90109,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
33,포노앰프,음악,36.6,1.1,20.5,15.0,31.7,유지,0.067,-2.3,53.7,0.0,29.5,1월·3월,12.5,27.5,19950,중간,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
34,갤럭시 S27,루머,34.1,16.2,17.9,0.0,40.4,유지,13.72,-10.3,96.3,0.0,166.3,6월·7월,40.0,17.5,5988,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
35,블루투스 스피커,구매검토,32.3,13.2,19.1,0.0,36.3,유지,9.143,-0.7,48.3,0.0,64.7,1월·2월,32.5,0.0,1109750,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
36,아이폰 폴더블,루머,30.5,17.7,12.8,0.0,57.2,상승,12.415,48.6,118.8,0.0,32.6,4월·7월,62.5,20.0,111638,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
37,게이밍 헤드셋,구매검토,28.6,8.9,19.7,0.0,34.5,유지,4.202,5.0,103.2,0.0,16.6,1월·2월,20.0,15.0,132658,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
38,운동용 이어폰,구매검토,28.5,6.7,21.8,0.0,27.5,유지,2.379,-2.7,85.1,0.0,18.9,1월·3월,15.0,0.0,160337,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
39,침압 조절 방법,관리,26.5,0.0,23.0,30.0,23.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,15.0,349,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
40,하이레스 오디오란,음질,26.4,0.0,22.7,30.0,24.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,5.0,778,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
41,바이닐 음질 좋은 이유,AI인용,26.1,0.0,22.2,30.0,26.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,7.5,1460,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
42,LDAC 이란,코덱,26.1,0.0,22.3,30.0,25.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,16.7,115,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
43,LP 리마스터란,바이닐,26.1,0.0,22.2,30.0,25.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,15.0,2934,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
44,브이로그 카메라,추천,26.1,4.4,21.7,0.0,27.8,유지,1.018,7.8,51.1,0.0,38.1,1월·2월,12.5,5.0,174291,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
45,턴테이블 수평 맞추기,LP관리,25.9,0.0,21.7,30.0,27.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,20.0,3240,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
46,비트레이트 차이,음질,25.8,0.0,21.6,30.0,28.1,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·3월,20.0,5.0,13945,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
47,LP 휘었을 때,문제해결,25.6,0.0,21.2,30.0,29.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,20.0,2147,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
48,LC3 코덱,코덱,25.5,0.0,21.0,30.0,30.0,관심 미미,0.0,0.0,0.0,0.676,70.0,2월·5월,15.0,30.0,2317,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
49,이퀄라이저 설정 방법,음질,25.5,0.0,21.0,30.0,29.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,10.0,16166,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
50,바이닐 무게 차이,바이닐,25.5,0.0,20.9,30.0,30.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,37.5,0.0,778,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
51,블루라이트 눈 피로,건강,25.4,0.0,20.7,30.0,31.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,7.5,317717,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
52,LP 지지직 소리,문제해결,25.2,0.0,20.4,30.0,32.0,관심 미미,0.0,0.0,0.0,0.824,273.6,1월·3월,37.5,0.0,2066,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
53,드라이버 유닛 종류,음질,25.2,0.0,20.4,30.0,32.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,20.0,9744,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
54,이어폰 수명,문제해결,25.1,0.0,20.2,30.0,32.8,관심 미미,0.0,0.0,0.0,0.941,281.8,1월·5월,22.5,5.0,108958,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
55,aptX 차이,코덱,25.1,0.0,20.1,30.0,32.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,25.0,6922,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
56,와이파이 6 차이,연결,25.0,0.0,20.1,30.0,33.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,10.0,157191,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
57,LP 잡음 원인,AI인용,24.9,0.0,19.9,30.0,33.7,관심 미미,0.0,0.0,0.0,0.882,200.1,1월·3월,30.0,22.5,982,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
58,블루투스 코덱 종류,코덱,24.9,0.0,19.7,30.0,34.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,35.0,5790,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
59,LP 바늘 교체 시기,LP관리,24.9,0.0,19.8,30.0,34.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,50.0,369,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
60,턴테이블 원리,AI인용,24.8,0.0,19.6,30.0,34.8,관심 미미,0.0,0.0,0.0,0.941,600.0,1월·2월,25.0,25.0,4976,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
61,aptX 어댑티브,코덱,24.8,0.0,19.6,30.0,34.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,25.0,1106,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
62,FLAC 차이,음질,24.8,0.0,19.7,30.0,34.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,20.0,9211,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
63,에어팟 배터리 빨리 닳음,AI인용,24.7,0.0,19.3,30.0,35.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,35.0,10.0,5711,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
64,포노앰프 필요한 이유,AI인용,24.7,0.0,19.4,30.0,35.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,45.0,1875,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
65,이어폰 지연 시간 줄이기,문제해결,24.7,0.0,19.4,30.0,35.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,37.5,0.0,14375,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
66,주파수 응답 그래프 보는 법,음질,24.7,0.0,19.3,30.0,35.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,20.0,2065,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
67,앤커 이어폰 후기,리뷰,24.7,3.2,21.5,0.0,28.4,상승,0.407,21.5,91.8,0.0,10.8,1월·5월,20.0,10.0,7198,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
68,이어폰 소독 방법,문제해결,24.6,0.0,19.3,30.0,35.7,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·4월,32.5,10.0,12793,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
69,SBC 코덱,코덱,24.6,0.0,19.2,30.0,35.9,관심 미미,0.0,-100.0,0.0,0.5,157.2,2월·3월,12.5,42.5,16998,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
70,음질 좋은 음원,음질,24.6,0.0,19.1,30.0,36.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,0.0,108028,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
71,무선충전 단점,배터리,24.6,0.0,19.1,30.0,36.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,0.0,362227,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
72,RAW JPEG 차이,카메라,24.6,0.0,19.1,30.0,36.2,관심 미미,0.0,-100.0,0.0,0.824,169.5,4월·6월,32.5,17.5,4642,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
73,LP 튀는 이유,LP문제해결,24.6,0.0,19.1,30.0,36.3,관심 미미,0.0,0.0,0.0,0.882,266.9,1월·3월,25.0,27.5,7520,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
74,이어폰 번인이란,AI인용,24.5,0.0,19.1,30.0,36.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,25.0,3083,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
75,로그 촬영이란,설정,24.5,0.0,19.0,30.0,36.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,10.0,687523,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
76,이어폰 습기 제거,문제해결,24.4,0.0,18.8,30.0,37.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,7.5,57.5,11836,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
77,블루투스 코덱 설정,코덱,24.4,0.0,18.7,30.0,37.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,17.5,21528,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
78,공간음향 설정,음질,24.4,0.0,18.8,30.0,37.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,25.0,138249,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
79,크롭바디 풀프레임 차이,기초,24.4,0.0,18.8,30.0,37.3,관심 미미,0.0,0.0,0.0,0.971,600.0,1월·2월,42.5,0.0,10103,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
80,돌비 애트모스란,음질,24.3,0.0,18.5,30.0,38.2,관심 미미,0.0,-100.0,0.0,0.853,100.0,1월·6월,37.5,0.0,72736,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
81,밸런스드 아마추어란,음질,24.3,0.0,18.6,30.0,37.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,27.5,4467,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
82,난청 예방,건강,24.3,0.0,18.7,30.0,37.8,관심 미미,0.0,-100.0,0.0,0.912,381.5,2월·7월,17.5,30.0,162313,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
83,DAC 필요한 이유,AI인용,24.2,0.0,18.3,30.0,38.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,10.0,57.5,14772,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
84,이어폰 지연 줄이기,AI인용,24.1,0.0,18.1,30.0,39.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,42.5,5.0,15763,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
85,블루투스 연결 안될 때,문제해결,24.1,0.0,18.2,30.0,39.2,관심 미미,0.0,-100.0,0.0,0.706,144.5,1월·5월,25.0,22.5,148856,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
86,고속충전 원리,배터리,24.1,0.0,18.2,30.0,39.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,40.0,5.0,29043,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
87,블루투스 페어링 방법,연결,24.1,0.0,18.3,30.0,39.0,관심 미미,0.0,-100.0,0.0,0.824,373.4,2월·3월,20.0,30.0,115318,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
88,블루투스 버전 차이,원리,24.0,0.0,18.0,30.0,40.1,관심 미미,0.0,0.0,0.0,0.794,174.7,4월·6월,30.0,20.0,60591,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
89,프레임레이트 차이,설정,24.0,0.0,17.9,30.0,40.2,관심 미미,0.0,0.0,0.0,0.735,293.3,3월·5월,35.0,20.0,15209,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
90,배터리 교체 시기,배터리,24.0,0.0,17.9,30.0,40.2,관심 미미,0.0,-100.0,0.0,0.559,435.3,1월·2월,22.5,30.0,307351,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
91,이어폰 귀 건강,건강,24.0,0.0,18.1,30.0,39.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,35.0,7.5,133849,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
92,이어폰 적정 볼륨,건강,24.0,0.0,17.9,30.0,40.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,45.0,10.0,4918,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
93,LP 세척 방법,LP관리,24.0,0.0,18.0,30.0,40.0,관심 미미,0.0,0.0,0.0,0.853,169.5,1월·3월,10.0,70.0,3120,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
94,애플 가격 인상,공식뉴스,24.0,4.2,19.8,0.0,34.0,하락,0.909,-35.9,6.4,0.0,246.0,6월·7월,17.5,17.5,342915,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
95,하울링 원인,문제해결,23.9,0.0,17.7,30.0,40.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,40.0,17.5,8337,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
96,앰프 필요한 이유,원리,23.8,0.0,17.7,30.0,41.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,45.0,50815,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
97,공간음향 원리,AI인용,23.7,0.0,17.4,30.0,42.1,관심 미미,0.0,-100.0,0.0,0.853,100.0,1월·6월,40.0,15.0,24861,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
98,핫스팟 사용법,연결,23.7,0.0,17.4,30.0,42.1,관심 미미,0.0,-100.0,0.0,0.559,140.5,2월·4월,20.0,42.5,67927,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
99,OLED LCD 차이,AI인용,23.6,0.0,17.3,30.0,42.4,관심 미미,0.0,0.0,0.0,0.794,458.8,1월·2월,40.0,15.0,30671,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
100,충전 배터리 오래 쓰는 법,배터리,23.6,0.0,17.2,30.0,42.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,42.5,5.0,171554,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
101,램 용량 차이,성능,23.6,0.0,17.2,30.0,42.7,관심 미미,0.0,-100.0,0.0,0.853,316.2,1월·2월,40.0,10.0,86419,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
102,턴테이블 소리 작을 때,문제해결,23.5,0.0,17.0,30.0,43.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,40.0,25681,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
103,LP 33 45 차이,바이닐,23.5,0.0,17.0,30.0,43.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,57.5,2350,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
