순위,키워드,분류,기회점수,수요점수,경쟁낮음점수,AI점수,경쟁난이도%,상태,관심도,상승률%,최고대비%,빈구간비율,계절성%,뜨는달,최근30일%,장악%,전체문서수,AI인용적합,처방
15,저장공간 부족할 때,AI인용,49.8,1.9,17.9,30.0,40.2,유지,0.178,-0.1,92.3,0.0,10.7,3월·7월,37.5,5.0,461414,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
16,아이폰 저장공간 부족,저장공간,49.7,1.9,17.9,30.0,40.5,유지,0.174,-2.6,90.0,0.0,10.8,3월·7월,40.0,5.0,55985,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
17,조리개 뜻,카메라,49.5,0.0,19.5,30.0,35.1,하락,0.0,-100.0,0.0,0.394,146.7,1월·3월,22.5,22.5,18643,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
18,SBC 코덱,코덱,49.0,0.2,18.9,30.0,37.2,급상승,0.003,100.0,26.9,0.485,157.2,2월·3월,22.5,30.0,16882,높음,올랐지만 원래 검색량이 아주 작아 흔들린 것일 수 있습니다. 몇 주 더 보세요.
19,골전도 이어폰 원리,AI인용,48.7,0.4,18.3,30.0,38.9,유지,0.021,-4.3,78.1,0.0,17.8,5월·6월,40.0,17.5,2555,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
20,무선 충전 원리,원리,48.7,0.1,18.6,30.0,38.1,하락,0.003,-65.5,6.6,0.0,87.4,5월·6월,30.0,15.0,44904,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
21,스마트폰 느려지는 이유,AI인용,48.5,1.5,16.9,30.0,43.5,식는 중,0.113,-24.3,29.9,0.0,97.6,1월·2월,32.5,25.0,88003,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
22,캐시 삭제 방법,저장공간,48.2,0.1,18.1,30.0,39.8,하락,0.003,-65.5,4.5,0.061,151.3,1월·3월,27.5,20.0,111819,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
23,커널형 오픈형 차이,AI인용,48.1,0.7,17.4,30.0,41.9,급상승,0.048,111.4,53.0,0.03,81.9,2월·3월,50.0,0.0,16397,높음,올랐지만 원래 검색량이 아주 작아 흔들린 것일 수 있습니다. 몇 주 더 보세요.
24,ISO 뜻,카메라,48.1,1.4,16.7,30.0,44.2,유지,0.094,18.9,65.2,0.0,27.9,3월·4월,32.5,30.0,54358,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
25,AAC 코덱,코덱,47.5,0.0,17.5,30.0,41.6,하락,0.0,-100.0,0.0,0.364,126.3,1월·6월,30.0,30.0,25744,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
26,이어폰 끊김 원인,AI인용,47.2,0.4,16.8,30.0,44.1,급상승,0.019,251.5,58.1,0.152,63.9,3월·4월,45.0,20.0,8071,높음,올랐지만 원래 검색량이 아주 작아 흔들린 것일 수 있습니다. 몇 주 더 보세요.
27,공장초기화 방법,AI인용,46.8,1.7,15.2,30.0,49.5,유지,0.137,-0.1,25.4,0.0,112.0,1월·3월,35.0,40.0,293120,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
28,무손실 음원이란,AI인용,45.8,1.1,14.7,30.0,50.9,유지,0.062,-1.5,56.5,0.0,42.9,1월·3월,30.0,62.5,19937,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
29,이어폰 한쪽만 안 나올 때,AI인용,45.1,0.0,15.1,30.0,49.8,하락,0.0,-100.0,0.0,0.333,136.2,1월·4월,45.0,27.5,57045,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
30,갤럭시 저장공간 정리,저장공간,44.8,0.1,14.6,30.0,51.2,하락,0.003,-86.6,8.6,0.364,253.4,4월·7월,47.5,25.0,109795,높음,관심이 식는 중이라 급하지 않습니다. 우선순위 뒤로.
31,이어폰 임피던스 뜻,AI인용,44.0,2.3,11.7,30.0,60.9,유지,0.266,3.0,73.0,0.0,24.8,1월·3월,62.5,57.5,1255,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
32,LP 관리,음악,43.7,0.4,13.4,30.0,55.5,유지,0.022,-7.5,49.6,0.0,29.0,2월·3월,42.5,47.5,149131,높음,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
33,아이폰 18 출시일,루머,36.3,23.2,13.2,0.0,56.1,유지,26.669,5.5,101.8,0.0,50.3,6월·7월,57.5,25.0,92672,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
34,포노앰프,음악,35.5,1.1,19.4,15.0,35.4,유지,0.064,-6.4,50.9,0.0,29.5,1월·3월,12.5,40.0,19939,중간,1년 내내 꾸준한 정보형입니다. AI 인용 노리기 딱 좋은 자리 — 아무 때나 쓰세요.
35,블루투스 스피커,구매검토,32.7,13.6,19.1,0.0,36.5,유지,9.23,2.0,48.6,0.0,64.7,1월·2월,30.0,5.0,1110100,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
36,갤럭시 S27,루머,32.5,16.1,16.5,0.0,45.1,유지,12.798,-13.6,89.4,0.0,166.3,6월·7월,45.0,25.0,5866,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
37,아이폰 폴더블,루머,30.1,17.4,12.7,0.0,57.8,급상승,11.333,82.8,118.3,0.0,32.6,4월·7월,65.0,17.5,110790,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
38,게이밍 헤드셋,구매검토,29.6,9.4,20.2,0.0,32.8,유지,4.393,16.7,107.3,0.0,16.6,1월·2월,7.5,30.0,132994,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
39,운동용 이어폰,구매검토,28.8,7.0,21.8,0.0,27.5,유지,2.442,2.8,86.9,0.0,18.9,1월·3월,15.0,0.0,159071,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
40,브이로그 카메라,추천,26.8,4.4,22.4,0.0,25.5,유지,0.976,5.3,48.7,0.0,38.1,1월·2월,5.0,10.0,173618,낮음(상업형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
41,LDAC 이란,코덱,26.6,0.0,23.2,30.0,22.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,18.2,18.2,114,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
42,침압 조절 방법,관리,26.3,0.0,22.7,30.0,24.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,10.0,350,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
43,LP 리마스터란,바이닐,26.3,0.0,22.7,30.0,24.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,10.0,2959,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
44,턴테이블 원리,AI인용,25.8,0.0,21.7,30.0,27.8,관심 미미,0.0,0.0,0.0,0.939,600.0,1월·2월,20.0,10.0,4978,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
45,LC3 코덱,코덱,25.7,0.0,21.3,30.0,28.9,관심 미미,0.0,-100.0,0.0,0.667,70.0,2월·5월,17.5,22.5,2271,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
46,aptX 어댑티브,코덱,25.7,0.0,21.5,30.0,28.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,25.0,1097,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
47,하이레스 오디오란,음질,25.7,0.0,21.4,30.0,28.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,7.5,774,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
48,블루라이트 눈 피로,건강,25.7,0.0,21.4,30.0,28.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,0.0,316623,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
49,RAW JPEG 차이,카메라,25.7,0.0,21.4,30.0,28.7,관심 미미,0.003,999.0,98.6,0.818,169.5,4월·6월,17.5,17.5,4637,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
50,바이닐 음질 좋은 이유,AI인용,25.6,0.0,21.3,30.0,29.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,5.0,1461,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
51,이어폰 번인이란,AI인용,25.6,0.0,21.2,30.0,29.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,22.5,3096,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
52,LP 지지직 소리,문제해결,25.6,0.0,21.1,30.0,29.5,관심 미미,0.0,0.0,0.0,0.818,273.6,1월·3월,32.5,0.0,2055,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
53,바이닐 무게 차이,바이닐,25.6,0.0,21.2,30.0,29.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,5.0,774,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
54,밸런스드 아마추어란,음질,25.4,0.0,20.9,30.0,30.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,15.0,4458,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
55,블루투스 코덱 설정,코덱,25.3,0.0,20.6,30.0,31.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,17.5,21465,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
56,LP 튀는 이유,LP문제해결,25.3,0.0,20.5,30.0,31.5,관심 미미,0.0,-100.0,0.0,0.879,266.9,1월·3월,20.0,20.0,7502,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
57,LP 휘었을 때,문제해결,25.2,0.0,20.3,30.0,32.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,17.5,2150,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
58,크롭바디 풀프레임 차이,기초,25.2,0.0,20.4,30.0,32.0,관심 미미,0.0,0.0,0.0,0.97,600.0,1월·2월,27.5,7.5,10061,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
59,이어폰 소독 방법,문제해결,25.0,0.0,20.0,30.0,33.2,관심 미미,0.0,0.0,0.0,0.97,600.0,1월·4월,27.5,10.0,12880,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
60,와이파이 6 차이,연결,25.0,0.0,20.0,30.0,33.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,15.0,20.0,158007,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
61,LP 바늘 교체 시기,LP관리,25.0,0.0,20.0,30.0,33.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,47.5,368,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
62,턴테이블 수평 맞추기,LP관리,25.0,0.0,20.0,30.0,33.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,22.5,3242,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
63,LP 잡음 원인,AI인용,24.9,0.0,19.9,30.0,33.7,관심 미미,0.0,-100.0,0.0,0.879,200.1,1월·3월,30.0,22.5,987,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
64,에어팟 배터리 빨리 닳음,AI인용,24.9,0.0,19.9,30.0,33.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,12.5,5715,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
65,음질 좋은 음원,음질,24.9,0.0,19.8,30.0,34.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,5.0,107858,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
66,셔터스피드 뜻,카메라,24.9,0.0,19.8,30.0,34.2,관심 미미,0.0,0.0,0.0,0.939,277.3,1월·3월,25.0,20.0,8186,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
67,무선충전 단점,배터리,24.8,0.0,19.5,30.0,35.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,0.0,361460,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
68,포노앰프 필요한 이유,AI인용,24.7,0.0,19.5,30.0,35.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,20.0,40.0,1876,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
69,블루투스 페어링 방법,연결,24.7,0.0,19.4,30.0,35.5,관심 미미,0.003,233.3,53.8,0.818,373.4,2월·3월,17.5,22.5,115891,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
70,램 용량 차이,성능,24.7,0.0,19.4,30.0,35.2,관심 미미,0.0,-100.0,0.0,0.848,316.2,1월·2월,25.0,10.0,85834,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
71,블루투스 버전 차이,원리,24.6,0.0,19.2,30.0,35.9,관심 미미,0.0,0.0,0.0,0.788,174.7,4월·6월,27.5,10.0,60506,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
72,FLAC 차이,음질,24.6,0.0,19.2,30.0,36.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,30.0,9346,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
73,OLED LCD 차이,AI인용,24.5,0.0,18.9,30.0,36.9,관심 미미,0.0,0.0,0.0,0.788,458.8,1월·2월,27.5,17.5,30591,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
74,이어팁 사이즈 고르는 법,문제해결,24.5,0.0,19.1,30.0,36.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,22.5,9569,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
75,aptX 차이,코덱,24.5,0.0,18.9,30.0,36.9,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,17.5,6902,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
76,이퀄라이저 설정 방법,음질,24.5,0.0,19.1,30.0,36.3,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,27.5,16257,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
77,노출 보정 방법,설정,24.5,0.0,19.0,30.0,36.8,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,10.0,125705,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
78,로그 촬영이란,설정,24.5,0.0,19.1,30.0,36.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,5.0,743654,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
79,애플 비전,루머,24.5,4.0,20.5,0.0,31.8,급상승,0.596,60.7,49.8,0.0,55.6,1월·2월,17.5,10.0,161299,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
80,이어폰 습기 제거,문제해결,24.4,0.0,18.9,30.0,37.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,17.5,40.0,11880,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
81,공간음향 설정,음질,24.4,0.0,18.8,30.0,37.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,20.0,137442,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
82,이어폰 수명,문제해결,24.3,0.0,18.5,30.0,38.2,관심 미미,0.0,0.0,0.0,0.939,281.8,1월·5월,27.5,15.0,108436,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
83,이어폰 귀 건강,건강,24.3,0.0,18.6,30.0,38.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,10.0,133966,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
84,이어폰 적정 볼륨,건강,24.3,0.0,18.6,30.0,38.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,37.5,15.0,4882,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
85,블루투스 연결 안될 때,문제해결,24.2,0.0,18.4,30.0,38.5,관심 미미,0.0,-100.0,0.0,0.697,144.5,1월·5월,25.0,20.0,150102,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
86,하울링 원인,문제해결,24.2,0.0,18.5,30.0,38.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,30.0,8266,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
87,돌비 애트모스란,음질,24.2,0.0,18.5,30.0,38.4,관심 미미,0.0,-100.0,0.0,0.848,100.0,1월·6월,35.0,5.0,71962,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
88,비트레이트 차이,음질,24.1,0.0,18.1,30.0,39.6,관심 미미,0.0,0.0,0.0,0.97,600.0,1월·3월,40.0,10.0,13904,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
89,주파수 응답 그래프 보는 법,음질,24.1,0.0,18.1,30.0,39.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,30.0,37.5,2072,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
90,앰프 필요한 이유,원리,24.0,0.0,18.0,30.0,40.1,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,27.5,25.0,50564,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
91,블루투스 코덱 종류,코덱,24.0,0.0,18.0,30.0,40.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,35.0,25.0,5757,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
92,LP 세척 방법,LP관리,24.0,0.0,17.9,30.0,40.3,관심 미미,0.0,0.0,0.0,0.848,169.5,1월·3월,22.5,50.0,3164,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
93,애플 가격 인상,공식뉴스,24.0,5.5,18.4,0.0,38.5,유지,1.51,6.9,10.5,0.0,246.0,6월·7월,32.5,7.5,343191,낮음(뉴스형),검색은 되지만 AI 인용은 어려운 형태입니다(뉴스·상업형). 정보형으로 각도를 트세요.
94,멀티포인트 뜻,AI인용,23.9,0.0,17.8,30.0,40.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,35.0,15.0,47878,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
95,턴테이블 소리 작을 때,문제해결,23.9,0.0,17.8,30.0,40.6,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,22.5,25624,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
96,드라이버 유닛 종류,음질,23.9,0.0,17.8,30.0,40.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,37.5,20.0,9746,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
97,화각 차이,기초,23.9,0.0,17.7,30.0,41.0,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,32.5,17.5,74958,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
98,100 충전 안좋은 이유,배터리,23.8,0.0,17.5,30.0,41.5,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,40.0,5.0,371851,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
99,고속충전 원리,배터리,23.8,0.0,17.6,30.0,41.4,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,35.0,20.0,29164,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
100,난청 예방,건강,23.8,0.0,17.5,30.0,41.5,관심 미미,0.0,-100.0,0.0,0.909,381.5,2월·7월,25.0,30.0,162160,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
101,단렌즈 줌렌즈 차이,렌즈,23.8,0.0,17.5,30.0,41.7,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,25.0,42.5,12589,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
102,DAC 필요한 이유,AI인용,23.7,0.0,17.3,30.0,42.2,관심 미미,0.0,0.0,0.0,1.0,0.0,1월·2월,22.5,47.5,14741,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
103,턴테이블 바늘 청소,관리,23.7,0.0,17.5,30.0,41.8,관심 미미,0.0,-100.0,0.0,0.97,600.0,1월·7월,25.0,55.0,1546,높음,"이 표현은 검색이 거의 없습니다. 말을 바꿔보세요('~란'→'~ 뜻', '원리'→'왜')."
